;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_nom_niv_0;icd10_niv_1;icd10_nom_niv_1;icd10_niv_2;Certaines maladies infectieuses et parasitaires ;icd10_niv_3;maladies;;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
167;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;;A-R_V-Y;Toutes causes de mortalite;;: ;: ;: ;571.69;565.97;579;576.4;522.7;543.7;555;568.6;520.5;537.1;544.5;532.2;: ;: ;: ;: ;: ;: ;:
168;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;;A-R_V-Y;Toutes causes de mortalite;;: ;: ;: ;645.03;635.87;636.9;608.7;636.6;654.9;577.6;599.2;574.8;621.8;587.3;644.3;: ;: ;: ;: ;: ;: ;:
169;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;;A-R_V-Y;Toutes causes de mortalite;;: ;: ;: ;254.5;232.57;262.2;236.1;281.4;265;267.7;282.5;281.4;286.2;294.3;309.9;: ;: ;: ;: ;: ;: ;:
170;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;Toutes causes de mortalite;A-R_V-Y;;A-R_V-Y;Toutes causes de mortalite;;: ;: ;: ;438.63;424.77;444.3;415.2;425.1;427.6;463.3;470;437.1;445.1;442.6;421.3;: ;: ;: ;: ;: ;: ;:
455;RT;F;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.63;0.64;0.76;0.8;0.86;0.9;0.9;0.9;1;1;1.3;1.3;1.4;1.5;1.6;: ;: ;: ;: ;: ;: ;:
456;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.67;0.56;0.69;0.6;0.72;0.8;0.8;0.8;0.9;1.1;1.1;1.1;1.3;1.2;1.4;1.5;1.7;1.5;1.4;1.4;1.6;1.4
457;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.87;0.73;0.58;1.02;1.02;0.6;0.9;1.2;0.9;0.7;1.3;0.4;1.2;1.2;2;0.7;2.2;0.7;0.9;2.2;1.3;2.8
458;RT;F;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.1;0.51;0.51;0.41;0.81;0.4;0.6;0.5;0.7;0.4;0.6;0.7;0.9;1.6;1.6;1.4;1.1;1.3;1.3;1.2;1;1.7
459;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;1.04;0.73;0.73;0.84;1.16;1.4;1.2;1.6;0.7;1.5;1.5;1.2;1.5;1.4;2.7;1.4;2.5;1.4;1.8;1.1;2.1;2.1
460;RT;F;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.45;0.83;0.45;0.98;1.37;1.1;0.8;0.9;1.2;1.2;1.7;1.6;1.8;2.1;2;1.7;2.2;2.1;1.7;1.5;2.1;2.3
461;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;1.05;0.92;0.92;1.18;1.05;1.1;1.6;0.9;1.1;1.2;1.2;1.9;1.7;1.5;1.6;1.6;0.8;3;2.3;1.4;1;1.5
462;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.24;1.54;1.42;0.71;0.83;1.2;1.4;1.2;1.1;1.4;1.7;1.4;1.3;2.8;1.7;1.8;2.3;1.9;1.8;1.8;2.1;2.5
463;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.52;0.48;0.57;0.95;0.86;0.6;0.8;0.9;0.8;1;1.1;1.1;1.1;1.3;1.3;1.2;1.5;1.4;1.5;1.5;1.4;1.4
464;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.59;0.92;0.92;0.5;0.75;0.7;0.7;1.3;1.1;1;1.4;1.5;1.3;0.8;0.9;1.2;1.8;1.6;0.9;1.1;1.4;0.9
465;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.62;0.94;0.94;0.63;0.84;0.5;0.6;1.4;0.7;0.4;0.6;1;1.5;1.5;1.3;0.9;2;1.4;1.4;2.1;0.9;2
466;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.5;1;1.17;0.84;0.67;1.7;1.7;1.4;1;1.4;1.5;1.5;1.6;1.6;1.6;0.9;1.9;1.4;1.6;1.8;1.1;1.4
467;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.73;0.21;0.58;0.86;0.86;1.3;1;0.9;0.8;1;1.1;1.6;1.4;1.5;2.1;1.9;2.2;1.9;2.2;1.6;2;1.9
468;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.77;1.36;1.01;1.32;1.57;1.2;1.8;1.2;1.2;2;1.5;1.8;1.9;2.7;2.3;2.4;3.2;2.8;2.4;2.8;2.5;2.7
469;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.54;0.65;1.41;0.65;0.87;0.5;0.4;1.1;1.3;0.6;1;1.1;0.8;1.3;1.6;1.6;1.2;2.5;2.3;2.3;2.2;1.4
470;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.74;0.52;0.58;0.76;0.94;0.6;0.3;0.5;0.5;0.6;1.6;0.8;1.3;1.5;1.4;1.3;1.4;1.9;1.7;2;1.1;1.8
471;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.78;0.13;0.86;1;0.74;0.7;0.5;1.4;1.2;1;1.3;1.1;1.2;1.2;1.5;1.1;2;2.3;1.5;1.3;1.4;1.7
472;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.52;0.52;0.52;0.78;0.26;0.5;0.5;1.3;2.1;2.6;1.6;2.1;2.7;1.3;2.4;1.4;1.1;1.1;0.8;1.9;2.2;1.6
473;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.8;0.63;0.85;1.1;0.9;0.8;1.1;0.6;1;1.3;1.9;1.4;1.4;1.7;1.7;2;1.6;2;1.8;1.9;1.9;1.9
474;RT;F;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.28;0.28;1.86;0.86;0.86;1.3;0.4;1.2;0.7;0.7;1.3;1.2;1.5;1.2;1.6;1.9;2.4;2.1;1.6;1.3;1.5;0.6
475;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.48;0.56;0.63;0.85;0.57;0.9;0.7;0.9;1;1.2;1.3;1.3;1.7;1.6;1.6;1.9;2.1;2;0.9;1.4;1.6;1.4
476;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;0.61;0.58;0.7;0.7;0.82;0.9;1;0.7;1.2;0.8;1.1;1.3;1.7;1.2;1.7;2;1.7;1.7;1.5;1.4;1.4;1.3
477;RT;F;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;: ;0.6;0.61;0.62;0.62;: ;1.3;1.3;0.6;: ;2;: ;0.7;0.7;2.9;1.5;1.5;0.8;1.5;0.8;: ;0.8
478;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;: ;: ;: ;: ;0.42;0.8;0.4;: ;: ;0.4;: ;: ;: ;0.4;1.3;: ;: ;: ;: ;: ;: ;:
479;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;: ;: ;: ;0.48;:;0.5;0.5;0.5;: ;: ;: ;0.5;1;0.5;0.5;: ;: ;: ;: ;: ;: ;:
480;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;: ;: ;: ;0.82;:;0.9;: ;0.9;: ;0.9;1;2;1.1;: ;1.2;: ;: ;: ;: ;: ;: ;:
481;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;A_B;;A15-A19_B90;Tuberculose;;: ;: ;: ;0.23;0.7;0.5;0.2;0.7;1.5;0.7;0.3;1.3;0.8;0.8;0.5;: ;: ;: ;: ;: ;: ;:
1028;RT;F;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;20.32;17.95;18.35;18.88;18.18;19.4;19.1;19;18.7;18.9;19.9;19.1;25.5;22.9;23.7;: ;: ;: ;: ;: ;: ;:
1029;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;13.48;11.82;12.32;12.62;12.72;14;12.6;13.4;13.9;14;14;13.7;23.9;18.3;18.4;18.4;12.3;12.3;11.3;11.6;12.7;12.1
1030;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;22.83;18.77;19.8;18.78;18.51;18.7;19;19.4;18.1;14.6;22.1;21.7;22.7;21.4;22.3;19;14.4;14.4;13.8;12.8;13.1;14.1
1031;RT;F;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;19.18;17.09;17.24;17.07;16.49;17.4;20.9;17.7;17.9;16.7;18.4;18.6;23.9;18.7;21.4;20.7;10.9;14.9;13;12;12.1;12.8
1032;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;19.76;15.33;15.48;18.23;16.07;17.9;19.2;21.9;15.7;17.2;19.1;17.9;21.3;22.4;21.8;20;11.9;12.4;12.1;13.4;15.1;10
1033;RT;F;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;22.09;20.26;19.18;21.35;18.53;20.2;20;19.6;18.7;22.4;22.5;21.6;34.4;27.7;29.3;26.8;15.3;15.3;15;14.7;14.1;14.8
1034;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;24.41;21.78;17.85;24.94;21.94;21.6;23.8;19.5;20.5;18.3;20.2;18.2;22.1;20.8;22.5;25.4;19;16.6;16.1;17.8;16.9;16.1
1035;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;25.31;23.52;24.04;23.42;22.69;23.1;25.7;26.9;26.3;24.6;25.8;22.9;36.5;29.2;30.1;32.4;17;15.8;16.1;14.6;16.3;15.3
1036;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;18.2;18.86;19.8;19.95;17.78;18.8;18.3;19.5;18.3;17.9;18.5;19.5;22;20.9;22.7;23.9;14.9;14.3;12.5;12.9;12.7;12.6
1037;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;22.58;17.61;16.81;18.37;18.78;19.5;20.8;20.5;18.6;17.8;18.9;19.6;22.1;24.4;21.4;20.9;12.1;11;11.3;11.9;12.2;11.9
1038;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;21.57;16.13;18.74;17.21;16.33;16.9;15.8;15.6;16;16.8;19.5;15.9;24.9;20.4;21.5;21.8;12.8;12.7;13;15.7;11;11.4
1039;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;24.83;23.35;19.18;23.72;19.59;21.6;24.1;19.4;22.9;21.1;20.2;22.7;25.4;26.2;26.7;28;16.7;14.3;12.9;15;17.2;12.8
1040;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;18.24;15.75;17.72;16.68;15.74;20.6;17.3;18.3;18.9;18.6;20.2;18.4;27.2;20.3;23.4;22.8;15;13.1;15.3;15.8;15.5;14.3
1041;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;26.71;22.93;22.72;24.81;23.81;25.1;23.5;22.1;23.5;24.6;24.6;23;26.3;26.9;27;30.5;19.2;17.4;20.2;18.5;16.7;16.6
1042;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;25.76;22.52;25.72;20.61;22.1;21.8;22;21.6;22.8;22.5;22.5;21;28.9;26.7;23.7;27.2;16.8;18;15.2;17.8;16.8;15.2
1043;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;22.35;20.28;23.26;24.07;21.45;22.1;22.1;22.6;21.4;21.9;23.4;20.6;27.1;25.1;27.1;26.2;17.7;18;15.4;15.5;13;15.3
1044;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;24.88;21.58;20.98;22.84;19.93;24.8;21.8;24;24;25.1;26.2;23.8;30.2;29.2;29;27.4;17.8;19.3;17.7;15.1;16.6;16.9
1045;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;;ACC_OTH;Autres accidents ;;32.78;22.56;27.52;31.39;27.66;29.6;28.6;31.5;27.2;28.9;31;30.1;37.5;32.2;41;39.5;18.5;22.8;20.6;18.4;20.5;18.1
